시군명,관광정보명,전화번호,데이터기준일자,정제도로명주소,정제지번주소,정제우편번호,위도,경도
김포시,수안산성,031-984-2181,2021-03-05,경기도 김포시 대곶면 율생중앙로52번길 100-2,경기도 김포시 대곶면 율생리 산13번지,10039,37.65646093,126.5855526
양평군,함왕성지,031-770-2471,2021-03-05,경기도 양평군 옥천면 용천리 산 27,경기도 양평군 옥천면 용천리 산 27,12506,37.54824067,127.5247552
남양주시,홍유릉,031-591-7043,2021-03-05,경기도 남양주시 홍유릉로 352-1,경기도 남양주시 금곡동 437번지,12238,37.63052057,127.211184
남양주시,광릉,031-527-7105,2021-03-05,경기도 남양주시 진접읍 광릉수목원로 354,경기도 남양주시 진접읍 부평리 246-4번지,12001,37.74913541,127.176193
화성시,융릉·건릉,031-222-0142,2021-03-05,경기도 화성시 안녕동 187-39,경기도 화성시 안녕동 187-39,18345,37.21165807,126.991008
파주시,파주삼릉,031-941-4208,2021-03-05,경기도 파주시 조리읍 삼릉로 89,경기도 파주시 조리읍 봉일천리 3-134번지,10939,37.74328173,126.8355278
여주시,효종대왕릉,031-885-3123,2021-03-05,경기도 여주시 능서면 영릉로 26-50,,,,
고양시,서오릉,02-359-0090,2021-03-05,경기도 고양시 덕양구 서오릉로 334-92,경기도 고양시 덕양구 용두동 475-91번지,10548,37.62580806,126.8985856
안산시,한응인 묘역,031-481-3437,2021-03-05,경기도 안산시 사사동 산86-6,경기도 안산시 상록구 사사동 산86-6,15524,,
수원시,심온선생묘,031-228-2476,2021-03-05,경기도 수원시 영통구 이의동 산13-10,경기도 수원시 영통구 이의동 산13-10,16228,37.29623692,127.0528332
용인시,정몽주선생묘,031-324-2147,2021-03-05,경기도 용인시 처인구 모현읍 능곡로 45 영일정씨제각,경기도 용인시 처인구 모현읍 능원리 219번지 영일정씨제각,16886,37.33786439,127.1794345
구리시,광개토태왕비ㆍ동상,031-557-1010,2021-03-05,경기도 구리시 장자대로 34 (교문동),경기도 구리시 교문동 821번지,11949,37.58704246,127.1342066
광주시,광주 남한산성,,2021-03-05,경기도 광주시 남한산성면 산성리 935-9,경기도 광주시 남한산성면 산성리 935-9,12700,37.47816205,127.1812263
광주시,광주 남한산성,,2021-03-05,경기도 광주시 남한산성면 산성리 935-9,경기도 광주시 남한산성면 산성리 935-9,12700,37.47816205,127.1812263
광주시,광주 남한산성,,2021-03-05,경기도 광주시 남한산성면 산성리 935-9,경기도 광주시 남한산성면 산성리 935-9,12700,37.47816205,127.1812263
안성시,죽주산성,031-678-2502,2021-03-05,경기도 안성시 죽산면 죽양대로 111-71,경기도 안성시 죽산면 매산리 산106번지,17518,37.08947061,127.429809
안성시,망이산성,031-678-2502,2021-03-05,경기도 안성시 일죽면 금산리 산48,경기도 안성시 일죽면 금산리 산48,17533,37.05618819,127.4886845
안성시,서운산성,031-678-2502,2021-03-05,경기도 안성시 서운면 청룡길 175-252,경기도 안성시 서운면 청용리 산2번지,17609,36.92796392,127.2839659
안산시,안산읍성및관아지,031-481-3437,2021-03-05,경기도 안산시 상록구 수암동 산 26-4,경기도 안산시 상록구 수암동 산 26-4,,37.36594291,126.8823192
안양시,만안교,031-389-2473,2021-03-05,경기도 안양시 만안구 석수2동 679,경기도 안양시 만안구 석수2동 679,,37.41129994,126.9129024
안양시,삼막사남녀근석,031-8045-2474,2021-03-05,경기도 안양시 만안구 삼막로 584,경기도 안양시 만안구 석수동 산10-1번지,13910,37.43569748,126.9393225
포천시,이항복선생묘,031-538-2106,2021-03-05,경기도 포천시 가산면 금현리 산4-2,경기도 포천시 가산면 금현리 산4-2,11167,37.83058742,127.1854106
포천시,충목단,031-538-2106,2021-03-05,경기도 포천시 소흘읍 소흘로116번길 13,경기도 포천시 소흘읍 무봉리 27번지,11183,37.81089121,127.144034
파주시,신사임당묘,031-958-1749,2021-03-05,경기도 파주시 법원읍 자운서원로 204,경기도 파주시 법원읍 동문리 17-4번지,10825,37.86613508,126.870989
파주시,이이선생묘,031-958-1749,2021-03-05,경기도 파주시 법원읍 자운서원로 204,경기도 파주시 법원읍 동문리 17-4번지,10825,37.86613508,126.870989
의정부시,정문부장군묘,031-828-4334,2021-03-05,경기도 의정부시 산단로132번길 59-17,경기도 의정부시 용현동 379-28번지,11787,37.74381898,127.0820984
연천군,경순왕릉,031-839-2061,2021-03-05,경기도 연천군 장남면 장남로 288,경기도 연천군 장남면 고랑포리 산18-1번지,11050,37.99071013,126.8427999
남양주시,다산정약용묘,031-590-2481,2021-03-05,경기도 남양주시 조안면 다산로747번길 11,경기도 남양주시 조안면 능내리 94번지,12283,37.51627604,127.2990516
안산시,취몽헌 오태주 묘역,031-481-3437,2021-03-05,경기도 안산시 상록구 대촌길 12-3,경기도 안산시 상록구 사사동 산48번지,15523,37.29819351,126.9226304
양주시,권율장군묘,031-8082-4114,2021-03-05,경기도 양주시 장흥면 권율로 223,경기도 양주시 장흥면 석현리 산168-1번지,11519,37.73400819,126.9474648
안성시,영창대군묘,031-678-2502,2021-03-05,경기도 안성시 일죽면 고은리 산24-5,경기도 안성시 일죽면 고은리 산24-5,17525,37.13542662,127.4399647
광명시,광명 영회원,02-2680-6142,2021-03-05,경기도 광명시 노온사동 산 141-20,경기도 광명시 노온사동 산 141-20,14334,37.43960468,126.861873
수원시,효원의종,031-228-4669,2021-03-05,경기도 수원시 팔달구 정조로 825 (남창동),경기도 수원시 팔달구 남창동 6-2번지,16258,37.28188483,127.0143989
수원시,팔달문,,2021-03-05,경기도 수원시 팔달구 정조로 780,경기도 수원시 팔달구 팔달로2가 138번지,16257,37.27757674,127.0167389
수원시,창룡문,031-228-4678,2021-03-05,경기도 수원시 팔달구 경수대로 697,경기도 수원시 팔달구 지동 261-1번지,16241,37.28736627,127.0257579
수원시,화서문,031-228-3643,2021-03-05,경기도 수원시 팔달구 장안동 332,경기도 수원시 팔달구 장안동 332,,37.28701159,127.0121403
수원시,방화수류정,031-290-3600,2021-03-05,경기도 수원시 팔달구 수원천로 392번길 44-6,경기도 수원시 팔달구 매향동 151번지,16254,37.28753364,127.0180967
수원시,수원화성,031-228-4480,2021-03-05,경기도 수원시 팔달구 행궁로 11,경기도 수원시 팔달구 남창동 14번지,16261,37.28079737,127.0151842
수원시,연무대(동장대),031-228-4686,2021-03-05,경기도 수원시 팔달구 행궁로 11,경기도 수원시 팔달구 남창동 14번지,16261,37.28079737,127.0151842
화성시,화성 공룡알화석지,031-357-3951,2021-03-05,경기도 화성시 송산면 공룡로 659,경기도 화성시 송산면 고정리 산6번지,18235,37.26222434,126.7470758
파주시,파주 가월리 및 주월리 구석기유적,031-940-4354,2021-03-05,"경기도 파주시 적성면 가월리 산95-6외, 주월리 309외","경기도 파주시 적성면 가월리 산95-6외, 주월리 309외",,,
연천군,연천전곡리유적,031-832-2570,2021-03-05,경기도 연천군 전곡읍 양연로 1510,경기도 연천군 전곡읍 전곡리 529번지,11027,38.01564874,127.0614549
여주시,흔암리 선사유적,031-887-2833,2021-03-05,경기도 여주시 점동면 흔암리 산 2-1,경기도 여주시 점동면 흔암리 산 2-1,12666,37.24077994,127.6834367
포천시,동음사,031-538-2106,2021-03-05,경기도 포천시 이동면 화동로 1760,경기도 포천시 이동면 연곡리 735번지,11113,38.0055758,127.3669677
파주시,파산서원,031-940-5831,2021-03-05,경기도 파주시 파평면 파산서원길 24-40,경기도 파주시 파평면 눌노리 235번지,10801,37.93218549,126.8599805
이천시,이천향교,031-633-0325,2021-03-05,경기도 이천시 향교로 1,경기도 이천시 창전동 407-19번지,17354,37.28587487,127.4371742
의정부시,송산사지,031-828-4334,2021-03-05,경기도 의정부시 민락로 296,경기도 의정부시 민락동 878번지,11814,37.74757367,127.1099099
오산시,궐리사,031-373-0151,2021-03-05,경기도 오산시 매홀로 3,경기도 오산시 궐동 147-1번지,18120,37.15915788,127.0626898
오산시,외삼미동 고인돌,031-8036-7604,2021-03-05,경기도 오산시 외삼미동 384,경기도 오산시 외삼미동 384,,37.188689,127.0543953
연천군,연천향교,031-839-2061,2021-03-05,경기도 연천군 연천읍 지혜로117번길 20,경기도 연천군 연천읍 차탄리 345번지,11015,38.09630427,127.0688768
안산시,잿머리성황당,031-481-3437,2021-03-05,경기도 안산시 성곡동 산76,경기도 안산시 단원구 성곡동 산76,15606,37.30924159,126.7515498
양평군,노산사지,031-770-2471,2021-03-05,경기도 양평군 서종면 노문리 산 69-7,경기도 양평군 서종면 노문리 산 69-7,12500,37.63991047,127.4277869
양주시,양주향교,031-840-4148,2021-03-05,경기도 양주시 부흥로 1423번길 50,경기도 양주시 유양동 266번지,11498,37.78636498,127.0326948
안성시,양성향교,031-678-2502,2021-03-05,경기도 안성시 양성면 교동길 33-4,경기도 안성시 양성면 동항리 114번지,17502,37.06803803,127.1970309
안성시,덕봉서원,031-677-1330,2021-03-05,경기도 안성시 양성면 덕봉서원로 529-8,경기도 안성시 양성면 덕봉리 109번지,17503,37.04617478,127.1921472
안성시,죽산향교,031-678-2502,2021-03-05,경기도 안성시 죽산면 죽산향교길 54-45,경기도 안성시 죽산면 죽산리 314번지,17519,37.08248966,127.423526
이천시,이천설봉서원,031-632-6564,2021-03-05,경기도 이천시 경충대로 2709번길 276,경기도 이천시 관고동 437-1번지,17379,37.2817185,127.4206288
김포시,한재당,031-984-8892,2021-03-05,경기도 김포시 하성면 가금리 224,경기도 김포시 하성면 가금리 224,10004,37.74010682,126.5943192
광주시,남한산성,031-743-6610,2021-03-05,경기도 광주시 중부면 남한산성로 784-16,,12700,,
광주시,침괘정,031-760-2721,2021-03-05,경기도 광주시 남한산성면 남한산성로 784-6,,12700,,
용인시,용인할미산성,031-204-2006,2021-03-05,경기도 용인시 처인구 포곡읍 마성리 산41,경기도 용인시 처인구 포곡읍 마성리 산41,17024,37.28703986,127.175102
안성시,석남사,031-676-1444,2021-03-05,경기도 안성시 금광면 상촌새말길 3-120,경기도 안성시 금광면 상중리 508번지,17538,36.93979477,127.3071227
군포시,조선 백자 도요지,,2021-03-05,경기도 군포시 산본동 147,경기도 군포시 산본동 147,,,
군포시,이기조 선생묘,,2021-03-05,경기도 군포시 산본동 산1152-11번지,경기도 군포시 산본동 산1152-11번지,,,
평택시,이대원장군묘및신도비,031-8024-3213,2021-03-05,경기도 평택시 포승읍 희곡리 산 83-6,경기도 평택시 포승읍 희곡리 산 83-6,17963,36.96896226,126.874829
평택시,정도전선생사당,031-8024-3213,2021-03-05,경기도 평택시 진위면 은산길 80-15,경기도 평택시 진위면 은산리 183번지,17717,37.07997624,127.1227399
평택시,신숙주영정및감실주독,031-8024-3213,2021-03-05,경기도 평택시 청북면 고잔리 산 905 고잔묘당,경기도 평택시 청북읍 고잔리 산 905 고잔묘당,,,
화성시,향토박물관,031-369-3797,2021-03-05,경기도 화성시 향남읍 행정동로 96,경기도 화성시 향남읍 행정리 478번지,18591,37.13263251,126.9279438
화성시,남양성모성지,031-356-5880,2021-03-05,경기도 화성시 남양성지로 112,경기도 화성시 남양읍 남양리 1704번지,18260,37.20642794,126.8168689
가평군,이정구 선생묘,031-585-1557,2021-03-05,경기도 가평군 상면 태봉리 산115-1,경기도 가평군 상면 태봉리 산115-1,12442,37.80498579,127.329796
가평군,가평지구 전투전적비,,2021-03-05,경기도 가평군 가평읍 보납로70번길 47-1,경기도 가평군 가평읍 읍내리 산94-1번지,12411,37.82717325,127.5206016
안양시,중초사지 당간지주,,2021-03-05,경기도 안양시 만안구 석수1동 212-1,경기도 안양시 만안구 석수1동 212-1,13912,37.41769163,126.917707
안양시,삼막사 마애삼존불,,2021-03-05,경기도 안양시 만안구 석수1동 산10-1 (삼막사경내),경기도 안양시 만안구 석수1동 산10-1 (삼막사경내),13911,37.43112991,126.9379211
안양시,비산동 도요지,,2021-03-05,경기도 안양시 동안구 비산동 산3-1 (서울농대 수목원내),경기도 안양시 동안구 비산동 산3-1 (서울농대 수목원내),,,
안양시,안양사 귀부,,2021-03-05,경기도 안양시 만안구 석수동 산 27번지,경기도 안양시 만안구 석수동 산 27번지,,,
안양시,삼막사 삼층석탑,,2021-03-05,경기도 안양시 만안구 석수1동 241-54,경기도 안양시 만안구 석수1동 241-54,13910,37.43460973,126.9361431
안양시,석수동 석실분,,2021-03-05,경기도 안양시 만안구 석수1동 산236-9,경기도 안양시 만안구 석수1동 산236-9,,,
안양시,수리산 성지,,2021-03-05,경기도 안양시 만안구 안양9동 산79,경기도 안양시 만안구 안양9동 산79,14026,,
안양시,삼막사 명부전,,2021-03-05,경기도 안양시 만안구 석수1동 241-54,경기도 안양시 만안구 석수1동 241-54,13910,37.43460973,126.9361431
동두천시,이태조행궁지,031-860-2064,2021-03-05,경기도 동두천시 상봉암동 산1-1번지,경기도 동두천시 상봉암동 산1-1번지,11307,37.94593626,127.0693244
고양시,행주서원지,031-909-9000,2021-03-05,경기도 고양시 덕양구 행주산성로 127-17,경기도 고양시 덕양구 행주외동 162-1번지,10440,37.5996043,126.8186257
과천시,과천향교,02-502-2944,2021-03-05,경기도 과천시 자하동길 18,경기도 과천시 중앙동 81번지,13800,37.43392338,126.9873187
하남시,교산동 건물지,031-795-1020,2021-03-05,경기도 하남시 교산동 78-3 일원,경기도 하남시 교산동 78-3 일원,13018,37.51942854,127.2030656
하남시,광주향교,031-790-5632,2021-03-05,경기도 하남시 대성로 126-13,경기도 하남시 교산동 227-3번지,13020,37.52207404,127.1984185
포천시,화산서원,031-543-1580,2021-03-05,경기도 포천시 가산면 가산로 227-40,경기도 포천시 가산면 방축리 산16-1번지,11168,37.84164528,127.1756867
포천시,포천향교,031-535-3186,2021-03-05,경기도 포천시 군내면 청군로3274번길 37,경기도 포천시 군내면 구읍리 176번지,11152,37.88970273,127.2213426
파주시,자운서원,031-958-1749,2021-03-05,경기도 파주시 법원읍 자운서원로 204,경기도 파주시 법원읍 동문리 17-4번지,10825,37.86613508,126.870989
의정부시,노강서원,031-828-4334,2021-03-05,경기도 의정부시 동일로122번길 153,경기도 의정부시 장암동 산146-1번지,11725,37.70015254,127.0629912
오산시,보적사,031-372-3433,2021-03-05,경기도 오산시 독산성로269번길 144,경기도 오산시 지곶동 150번지,18102,37.18361826,127.0197829
광명시,충현서원지,02-898-0505,2021-03-05,경기도 광명시 소하 2동 1084,경기도 광명시 소하2동 1084,14333,37.43392901,126.877721
김포시,김포향교,031-984-8891,2021-03-05,경기도 김포시 북변중로25번길 38,경기도 김포시 북변동 370-2번지,10106,37.62464812,126.7095636
여주시,여주향교,031-887-3563,2021-03-05,경기도 여주시 향교1길 28,경기도 여주시 교동 261-1번지,12644,37.28934663,127.6281621
양평군,지평향교,031-770-2474,2021-03-05,경기도 양평군 지평면 지평로 333,경기도 양평군 지평면 지평리 343번지,12541,37.48097971,127.6371526
안성시,바우덕이사당,031-677-1330,2021-03-05,경기도 안성시 서운면 청룡길 128-29,경기도 안성시 서운면 청용리 39-1번지,17609,36.91325735,127.2918994
안성시,안성향교,031-675-0027,2021-03-05,경기도 안성시 명륜동 118,경기도 안성시 명륜동 118,,37.01385977,127.276431
용인시,심곡서원,031-324-2147,2021-03-05,경기도 용인시 수지구 심곡로 16-9,경기도 용인시 수지구 상현동 203-2번지,16862,37.30576725,127.0766245
연천군,숭의전,031-839-2061,2021-03-05,경기도 연천군 미산면 숭의전로 382-27,경기도 연천군 미산면 아미리 7번지,11046,38.0237126,126.9730165
포천시,용연서원,031-538-2069,2021-03-05,경기도 포천시 신북면 신평로72번길 1-13,,11138,,
남양주시,사릉,031-573-8124,2021-03-05,경기도 남양주시 진건읍 사릉로 180,경기도 남양주시 진건읍 사능리 108번지,12140,37.64402562,127.1979601
김포시,장릉,031-984-2897,2021-03-05,경기도 김포시 장릉로 79,경기도 김포시 풍무동 666-3번지,10118,37.61075232,126.7126565
화성시,용주사,031-234-0040,2021-03-05,경기도 화성시 용주로 136,경기도 화성시 송산동 188번지,18347,37.21178295,127.0056182
여주시,세종대왕릉[유네스코세계문화유산],031-885-3123,2021-03-05,경기도 여주시 능서면 영릉로 269-50,경기도 여주시 세종대왕면 번도리 888-1번지,12642,37.30423468,127.6036444
구리시,동구릉,031-563-2909,2021-03-05,경기도 구리시 동구릉로 197,경기도 구리시 인창동 66번지,11910,37.62043362,127.1330118
고양시,서삼릉,031-962-6009,2021-03-05,경기도 고양시 덕양구 서삼릉길 233-126,경기도 고양시 덕양구 원당동 201-99번지,10292,37.66464303,126.8686115
안산시,안탄대 선생 묘,031-481-3437,2021-03-05,경기도 안산시 성곡동 615-1,경기도 안산시 단원구 성곡동 615-1,15608,37.30703831,126.7612454
시흥시,강희맹선생묘,031-310-6707,2021-03-05,경기도 시흥시 하상로 59,경기도 시흥시 하상동 산2번지,14977,37.39569221,126.8109183
성남시,청주한씨 문정공파 묘역 신도비,,2021-03-05,경기도 성남시 분당구 율동 산2-1,경기도 성남시 분당구 율동 산2-1,,37.37942467,127.1454041
성남시,풍산군 이종린 묘역,,2021-03-05,경기도 성남시 분당구 하산운동 264-5,경기도 성남시 분당구 하산운동 264-5,,37.38483397,127.0851065
성남시,이수 선생 묘,,2021-03-05,경기도 성남시 분당구 궁내로 52,경기도 성남시 분당구 궁내동 350-5번지,13550,37.37036455,127.0958228
성남시,이경석 선생 묘,,2021-03-05,경기도 성남시 분당구 석운동 50-7,경기도 성남시 분당구 석운동 50-7,13545,37.38272866,127.044998
성남시,천림산봉수지,,2021-03-05,경기도 성남시 분당구 금토동 산35-5,경기도 성남시 수정구 금토동 산35-5,,37.42307982,127.07419
성남시,전주이씨 태안군파 묘역,,2021-03-05,경기도 성남시 분당구 정자동 산33-1,경기도 성남시 분당구 정자동 산33-1,,37.35481498,127.1238558
성남시,한산이씨 묘역,,2021-03-05,경기도 성남시 분당구 성남대로 550,경기도 성남시 분당구 수내동 65번지,13598,37.38030055,127.1211729
수원시,수원행궁동벽화골목,031-228-2409,2021-03-05,경기도 수원시 팔달구 화서문로 82-6,경기도 수원시 팔달구 북수동 232-3번지,16253,37.28581497,127.0166186
광주시,광주 남한산성,,2021-03-05,경기도 광주시 남한산성면 산성리 935-9,경기도 광주시 남한산성면 산성리 935-9,12700,37.47816205,127.1812263
광주시,광주 남한산성,,2021-03-05,경기도 광주시 남한산성면 산성리 935-9,경기도 광주시 남한산성면 산성리 935-9,12700,37.47816205,127.1812263
용인시,용인 고안리 분청사기도요지,031-324-2147,2021-03-05,경기도 용인시 처인구 고안로51번길 112-37,경기도 용인시 처인구 백암면 고안리 산37번지,17180,37.137975,127.4141137
파주시,정태진 기념관,031-940-4391,2021-03-05,경기도 파주시 쇠재로 33,경기도 파주시 금촌동 995번지,10917,37.74999173,126.7706977
이천시,안흥지 애련정,031-644-2114,2021-03-05,경기도 이천시 안흥동 404,경기도 이천시 안흥동 404,17372,37.27733596,127.4505707
이천시,도립리 육괴정,031-644-2114,2021-03-05,경기도 이천시 백사면 도립리 735,경기도 이천시 백사면 도립리 735,17309,37.34200496,127.4580361
광주시,망월사지,031-747-3312,2021-03-05,경기도 광주시 중부면 남한산성로 680,경기도 광주시 남한산성면 산성리 15번지,12700,37.47831617,127.1961966
양평군,용문사 은행나무,031-770-2471,2021-03-05,경기도 양평군 용문면 신점리 626-1,경기도 양평군 용문면 신점리 626-1,12510,37.54984808,127.5710621
양주시,양주관아지,031-845-3134,2021-03-05,경기도 양주시 부흥로 1399번길 15,경기도 양주시 유양동 141-1번지,11498,37.78567608,127.0294511
안성시,박두진시비,031-677-1330,2021-03-05,경기도 안성시 보개면 종합운동장로 203,경기도 안성시 보개면 양복리 238-2번지,17508,37.01500054,127.3233449
안성시,서흥김씨삼강정여문,031-678-2504,2021-03-05,경기도 안성시 고삼면 월향리 산96,경기도 안성시 고삼면 월향리 산96,17504,37.08406794,127.2695639
시흥시,관곡지,031-310-6223,2021-03-05,경기도 시흥시 하중동 208,경기도 시흥시 하중동 208,14973,37.40224777,126.80449
가평군,조종암,031-585-1281,2021-03-05,경기도 가평군 하면 대보간선로 399,경기도 가평군 조종면 대보리 195-1번지,12439,37.80091436,127.373072
과천시,온온사,02-3677-2066,2021-03-05,경기도 과천시 관악산길 58,경기도 과천시 관문동 107-5번지,13801,37.43608282,126.9926959
안산시,사세충렬문,031-481-3437,2021-03-05,경기도 안산시 단원구 와동 151,경기도 안산시 단원구 와동 151,15255,37.33733465,126.8305472
고양시,국립여성사전시관,031-819-2288,2021-03-05,"경기도 고양시 덕양구 화중로 104번길 50 (정부고양지방합동청사 1, 2층)","경기도 고양시 덕양구 화정동 964번지 (정부고양지방합동청사 1, 2층)",10497,37.63581769,126.8340379
여주시,영월루,031-887-3563,2021-03-05,경기도 여주시 주내로 13,경기도 여주시 상동 132번지,12634,37.29441682,127.6476557
군포시,방짜유기 전수교육관,031-390-0666,2021-03-05,경기도 군포시 송부로 12,경기도 군포시 도마교동 499-2번지,15885,37.31446464,126.9155203
