시군명,관광정보명,전화번호,데이터기준일자,정제도로명주소,정제지번주소,정제우편번호,위도,경도
하남시,선법사,031-792-2654,2021-03-05,경기도 하남시 서하남로588번길 125,경기도 하남시 교산동 55-1번지,13018,37.51798958,127.208676
용인시,용인문수산법륜사,031-332-5703,2021-03-05,경기도 용인시 처인구 원삼면 농촌파크로 126,경기도 용인시 처인구 원삼면 고당리 243-2번지,17168,37.1691157,127.2994676
평택시,심복사,031-682-5588,2021-03-05,경기도 평택시 현덕면 심복사길 22,경기도 평택시 현덕면 덕목리 114번지,17969,36.95047852,126.9659687
화성시,신흥사,031-357-2695,2021-03-05,경기도 화성시 서신면 신흥사길 17-34,경기도 화성시 서신면 상안리 72-15번지,18555,37.19301639,126.709793
이천시,영원사,031-632-4404,2021-03-05,경기도 이천시 백사면 원적로869번길 309-52,경기도 이천시 백사면 송말리 435-1번지,17309,37.35432874,127.4633814
포천시,왕산사,031-533-3245,2021-03-05,경기도 포천시 호병골길 193,경기도 포천시 신읍동 699번지,11141,37.8993451,127.1717825
용인시,용덕사,031-332-0426,2021-03-05,경기도 용인시 처인구 이동읍 이원로 471-41,경기도 용인시 처인구 이동읍 묵리 478-2번지,17132,37.17011074,127.2450031
양평군,용문사,031-773-3797,2021-03-05,경기도 양평군 용문면 용문산로 782,경기도 양평군 용문면 신점리 618번지,12510,37.55021801,127.5704511
화성시,만의사,031-376-6005,2021-03-05,경기도 화성시 동탄면 풀무골로 219,경기도 화성시 중동 140번지,18465,37.20952975,127.1498312
여주시,대성사(여주),031-882-9846,2021-03-05,경기도 여주시 금사면 발림길 89-47,경기도 여주시 금사면 외평리 453번지,12601,37.39081293,127.511636
의정부시,회룡사,031-873-3391,2021-03-05,경기도 의정부시 전좌로155번길 262,경기도 의정부시 호원동 산89-2번지,11641,37.72000771,127.0276542
김포시,광은사,031-982-2796,2021-03-05,경기도 김포시 대곶면 약암리 183,경기도 김포시 대곶면 약암리 183,10042,37.62931175,126.5703596
구리시,대성암,02-457-5500,2021-03-05,경기도 구리시 아천동 산 40-6,경기도 구리시 아천동 산 40-6,11957,37.5634531,127.1117082
안양시,염불암,031-471-2300,2021-03-05,경기도 안양시 만안구 예술공원로245번길 150,경기도 안양시 만안구 석수동 241-52번지,13911,37.42828307,126.9344499
양주시,백화암,031-840-1582,2021-03-05,경기도 양주시 백화암길 191,경기도 양주시 유양동 582-1번지,11499,37.79456141,127.0267937
남양주시,견성암,031-573-8900,2021-03-05,경기도 남양주시 진건읍 송능리 산 3,경기도 남양주시 진건읍 송능리 산 3,12129,37.67288236,127.2187226
포천시,포천 아트밸리,,2021-03-05,경기도 포천시 신북면 아트밸리로 234,경기도 포천시 신북면 기지리 282번지,11139,37.92344632,127.236496
파주시,숯굽는마을,031-941-2356,2021-03-05,경기도 파주시 광탄면 부흥로519번길 46-76,경기도 파주시 광탄면 발랑리 76번지,10830,37.81291108,126.9052736
수원시,천주교북수동교회,031-246-8844,2021-03-05,경기도 수원시 팔달구 정조로 842,경기도 수원시 팔달구 북수동 316번지,16253,37.28320105,127.0166466
안성시,석남사,031-676-1444,2021-03-05,경기도 안성시 금광면 상촌새말길 3-120,경기도 안성시 금광면 상중리 508번지,17538,36.93979477,127.3071227
의정부시,회룡사,031-873-3391,2021-03-05,경기도 의정부시 전좌로155번길 262,경기도 의정부시 호원동 산89-2번지,11641,37.72000771,127.0276542
용인시,동도사,031-333-7747,2021-03-05,경기도 용인시 처인구 이동읍 어진로 842,경기도 용인시 처인구 이동읍 어비리 807-9번지,17123,37.10807392,127.1984247
파주시,용상사,031-945-4489,2021-03-05,경기도 파주시 월롱면 용상골길 403,경기도 파주시 월롱면 덕은리 268-1번지,10844,37.79822025,126.7662824
양평군,용문사,031-773-3797,2021-03-05,경기도 양평군 용문면 용문산로 782,경기도 양평군 용문면 신점리 618번지,12510,37.55021801,127.5704511
여주시,신륵사,031-885-2505,2021-03-05,경기도 여주시 여주읍 신륵사길 73,경기도 여주시 천송동 282번지,12636,37.29742052,127.6599489
양주시,석굴암,031-826-3573,2021-03-05,경기도 양주시 장흥면 석굴암길 519,경기도 양주시 장흥면 교현리 1번지,11523,37.69572245,126.9942102
고양시,노적사,02-353-5016,2021-03-05,경기도 고양시 덕양구 대서문길 311-35,경기도 고양시 덕양구 북한동 331번지,10582,37.64961663,126.9729959
고양시,무량사,02-385-7777,2021-03-05,경기도 고양시 덕양구 대서문길 184,경기도 고양시 덕양구 북한동 465번지,10582,37.65356562,126.9593074
가평군,현등사,031-585-0707,2021-03-05,경기도 가평군 조종면 현등사길 34,경기도 가평군 조종면 운악리 산163번지,12432,37.87058726,127.3310431
안성시,운수암,031-673-7372,2021-03-05,경기도 안성시 양성면 성하길 80-63,경기도 안성시 양성면 방신리 84번지,17503,37.03619871,127.1697214
남양주시,봉선사,031-527-1951,2021-03-05,경기도 남양주시 진접읍 봉선사길 32,경기도 남양주시 진접읍 부평리 255번지,12001,37.74639755,127.1836284
수원시,수원사(용주사수원포교당),031-245-9670,2021-03-05,경기도 수원시 팔달구 수원천로 300,경기도 수원시 팔달구 남수동 92-1번지,16256,37.28053249,127.0187505
고양시,상운사,02-387-4731,2021-03-05,경기도 고양시 덕양구 대서문길 197-22,경기도 고양시 덕양구 북한동 370번지,10582,37.65650548,126.9695688
남양주시,수종사,031-576-8411,2021-03-05,경기도 남양주시 조안면 북한강로433번길 186,경기도 남양주시 조안면 송촌리 1060번지,12280,37.57114779,127.3026413
하남시,지장사,031-796-2037,2021-03-05,경기도 하남시 하남대로6번길 16 (상산곡동),경기도 하남시 상산곡동 388-1번지,13026,37.47763021,127.2412475
부천시,석왕사,032-663-7771,2021-03-05,경기도 부천시 원미구 소사로 367,경기도 부천시 원미동 184-97번지,14646,37.49122425,126.7936393
양주시,석굴암,031-826-3573,2021-03-05,경기도 양주시 장흥면 석굴암길 519,경기도 양주시 장흥면 교현리 1번지,11523,37.69572245,126.9942102
의정부시,미륵암,031-841-8001,2021-03-05,경기도 의정부시 고산로 65번길 94,경기도 의정부시 고산동 647번지,11801,37.73229053,127.1001395
이천시,영보사,031-636-9904,2021-03-05,경기도 이천시 마장면 서이천로 481-77,경기도 이천시 마장면 목리 78-1번지,17384,37.26652047,127.3967231
남양주시,리치플러스스파,031-559-6200,2021-03-05,경기도 남양주시 경춘로1350번길 35,경기도 남양주시 평내동 140번지,12219,37.65034304,127.2432114
파주시,숯굽는마을,031-941-2356,2021-03-05,경기도 파주시 광탄면 부흥로519번길 46-76,경기도 파주시 광탄면 발랑리 76번지,10830,37.81291108,126.9052736
포천시,신북리조트 스프링폴,031-536-5025,2021-03-05,경기도 포천시 신북면 청신로 571,경기도 포천시 신북면 덕둔리 627-1번지,11137,37.97425187,127.1044209
파주시,가야랜드,031-959-9100,2021-03-05,경기도 파주시 법원읍 사임당로 674,경기도 파주시 법원읍 가야리 330-14번지,10827,37.8512497,126.8567252
파주시,청도훼미리랜드,031-953-6600,2021-03-05,경기도 파주시 문산읍 문산역로 107,경기도 파주시 문산읍 문산리 17-25번지 청도훼미리코아,10824,37.8557762,126.7866624
포천시,일동제일유황온천,031-536-6000,2021-03-05,경기도 포천시 일동면 화동로 1210,경기도 포천시 일동면 화대리 662-1번지,11117,37.96759087,127.3286466
여주시,여주온천,031-885-4800,2021-03-05,경기도 여주시 강천면 강문로 864,경기도 여주시 강천면 부평리 411-8번지,12616,37.27117841,127.7275118
안성시,건강나라,031-674-8253,2021-03-05,경기도 안성시 죽산면 죽양대로 136-16,경기도 안성시 죽산면 매산리 253-1번지,17518,37.0935581,127.4369507
수원시,수원온수골온천,031-221-4277,2021-03-05,경기도 수원시 권선구 동수원로 232,경기도 수원시 권선구 권선동 1296-5번지,16553,37.2502553,127.0346956
안양시,안양워터랜드,031-474-5555,2021-03-05,경기도 안양시 만안구 예술공원로 153-32,경기도 안양시 만안구 석수동 825-1번지,13911,37.4196962,126.9239026
용인시,손골성지,031-263-1242,2021-03-05,경기도 용인시 수지구 동천로437번길 67,경기도 용인시 수지구 동천동 733번지,16802,37.3444106,127.0523825
안양시,천주교호평교회,031-454-3004,2021-03-05,경기도 안양시 동안구 전파로95번길 16,경기도 안양시 동안구 호계동 893-3번지,14040,37.39049566,126.9435229
성남시,약사사,031-734-3205,2021-03-05,경기도 성남시 중원구 산성대로625번길 22,경기도 성남시 중원구 은행동 산7-2번지,13150,37.467048,127.178748
파주시,보광사,031-948-7700,2021-03-05,경기도 파주시 광탄면 보광로474번길 87,경기도 파주시 광탄면 영장리 13번지,10953,37.75398146,126.9211842
하남시,호국사,031-792-4051,2021-03-05,경기도 하남시 검단산로146번길 240 (창우동),경기도 하남시 창우동 산26-1번지,13023,37.52783094,127.2388672
의정부시,망월사,031-873-7744,2021-03-05,경기도 의정부시 망월로28번길 211-500,경기도 의정부시 호원동 413번지,11645,37.70492909,127.0210907
의정부시,원효사,031-873-6083,2021-03-05,경기도 의정부시 망월로28번길 356,경기도 의정부시 호원동 229-149번지,11645,37.70933054,127.0285388
평택시,만기사,031-664-7336,2021-03-05,경기도 평택시 진위면 진위로 181-82,경기도 평택시 진위면 동천리 548번지,17711,37.10828234,127.1011365
여주시,능원사,,2021-03-05,경기도 여주시 북내면 모양길 37,경기도 여주시 북내면 당우리 5-22번지,12613,37.34436958,127.6696563
용인시,와우정사,031-332-2472,2021-03-05,경기도 용인시 처인구 해곡로 25-15,경기도 용인시 처인구 해곡동 224-1번지,17142,37.1940384,127.2784439
양평군,양근성지,031-775-3357,2021-03-05,경기도 양평군 양평읍 물안개공원길 37,경기도 양평군 양평읍 오빈리 173-2번지,12546,37.50000343,127.4750198
안성시,미리내성지,031-674-1256,2021-03-05,경기도 안성시 양성면 미리내 성지로 420,경기도 안성시 양성면 미산리 12-1번지,17500,37.1484252,127.2591408
용인시,에버랜드,031-320-5000,2021-03-05,경기도 용인시 처인구 포곡읍 에버랜드로 199,경기도 용인시 처인구 포곡읍 전대리 310번지,17023,37.29282477,127.2158533
김포시,현대유람선(아라뱃길),032-882-5555,2021-03-05,경기도 김포시 고촌읍 아라육로270번길 74 아라 김포여객터미널,경기도 김포시 고촌읍 전호리 778번지 아라김포여객터미널,10135,37.59749842,126.7871304
남양주시,남양주유기농테마파크,031-560-1471,2021-03-05,경기도 남양주시 조안면 북한강로 881,경기도 남양주시 조안면 삼봉리 182번지,12278,37.5956288,127.3383842
용인시,용인농촌테마파크,031-324-4053,2021-03-05,경기도 용인시 처인구 원삼면 농촌파크로 80-1,경기도 용인시 처인구 원삼면 사암리 871-3번지,17167,37.17289704,127.2967654
과천시,서울대공원,02-500-7335,2021-03-05,경기도 과천시 대공원광장로 102,경기도 과천시 막계동 159-1번지,13829,37.43644317,127.0141028
용인시,한국민속촌,031-288-4000,2021-03-05,경기도 용인시 기흥구 민속촌로 90,경기도 용인시 기흥구 보라동 35번지,17075,37.25816601,127.1195074
부천시,아인스월드,02-1544-2767,2021-03-05,경기도 부천시 원미구 도약로 1,경기도 부천시 상동 529-2번지,14505,37.51315207,126.7452298
파주시,평화랜드,031-953-4448,2021-03-05,경기도 파주시 문산읍 임진각로 148-33,경기도 파주시 문산읍 마정리 1320-1번지,10808,37.89029749,126.7422374
파주시,헤이리딸기가좋아,031-949-9273,2021-03-05,경기도 파주시 탄현면 헤이리마을길 93-75,경기도 파주시 탄현면 법흥리 1652-23번지,10859,37.79143608,126.6962395
양주시,두리랜드,031-855-8515,2021-03-05,경기도 양주시 장흥면 권율로 120,경기도 양주시 장흥면 일영리 44-18번지,11520,37.72463808,126.9501671
양주시,육지장사,031-871-0101,2021-03-05,경기도 양주시 백석읍 기산로471번길 190,경기도 양주시 백석읍 기산리 294-3번지,11518,37.78366272,126.9438474
가평군,에델바이스 스위스 테마파크,031-581-9400,2021-03-05,경기도 가평군 설악면 다락재로 226-57,경기도 가평군 설악면 이천리 306-3번지,12468,37.66771016,127.4494626
남양주시,봉인사,031-574-5585,2021-03-05,경기도 남양주시 진건읍 사릉로156번길 293,경기도 남양주시 진건읍 송능리 304-1번지,12140,37.66186511,127.2169243
이천시,별빛정원 우주,031-645-0002,2021-03-05,경기도 이천시 마장면 덕이로 154번길 287-76,경기도 이천시 마장면 각평리 319번지,17384,37.24132,127.3898123
안산시,안산패션일번가,,2021-03-05,경기도 안산시 단원구 화랑로 312 (고잔동817) 안산문화광장,경기도 안산시 단원구 고잔동 817번지 안산문화광장,15355,37.31846036,126.8230003
양평군,R401,031-774-7988,2021-03-05,경기도 양평군 강상면 신당곡1길 6-18,경기도 양평군 강상면 신화리 401번지,12572,37.46538959,127.4696486
가평군,별비치,031-581-4999,2021-03-05,경기도 가평군 북면 멱골로 338,경기도 가평군 북면 목동리 318번지,12403,37.91844178,127.5796069
수원시,수원통닭거리,031-228-4676,2021-03-05,경기도 수원시 팔달구 정조로800번길 16,경기도 수원시 팔달구 팔달로1가 50번지,16257,37.27943729,127.0176407
성남시,망경암,031-753-3090,2021-03-05,경기도 성남시 수정구 태평로55번길 72,경기도 성남시 수정구 복정동 553-1번지,13116,37.45355143,127.1371981
김포시,문수사,031-989-6897,2021-03-05,경기도 김포시 월곶면 성동리 산 37,경기도 김포시 월곶면 성동리 산 37,10000,,
남양주시,봉영사,031-571-0555,2021-03-05,경기도 남양주시 진접읍 내각2로 84-77,경기도 남양주시 진접읍 내각리 148번지,12071,37.71255814,127.1596968
남양주시,불암사,031-527-8345,2021-03-05,경기도 남양주시 불암산로 190,경기도 남양주시 별내동 797번지,12100,37.65886985,127.1006583
고양시,아미타사(구 덕암사),,2021-03-05,경기도 고양시 덕양구 대서문길 145-63,경기도 고양시 덕양구 북한동 515-1번지,10582,37.6561523,126.9592773
남양주시,천보사,031-528-8780,2021-03-05,경기도 남양주시 불암산로 145,경기도 남양주시 별내동 797-1번지,12100,37.65660655,127.0950925
평택시,자비사,031-691-8559,2021-03-05,경기도 평택시 팽성읍 동서촌로 137,경기도 평택시 팽성읍 객사리 75번지,17990,36.96562669,127.0665178
의왕시,백운사,031-452-8580,2021-03-05,경기도 의왕시 왕곡로 323,경기도 의왕시 왕곡동 1-1번지,16066,37.34994121,127.0082703
파주시,용암사,031-940-5831,2021-03-05,경기도 파주시 광탄면 혜음로 742-28,경기도 파주시 광탄면 용미리 655-5번지,10955,37.75378285,126.8651076
화성시,봉림사,031-356-9117,2021-03-05,경기도 화성시 남양읍 주석로80번길 139,경기도 화성시 남양읍 북양리 642번지,18255,37.20580563,126.8455434
이천시,영월암,031-635-3457,2021-03-05,경기도 이천시 경충대로2709번길 388 영월암,경기도 이천시 관고동 438번지 영월암,17379,37.28138148,127.4155641
포천시,흥룡사,031-535-7363,2021-03-05,경기도 포천시 이동면 포화로 236-73,경기도 포천시 이동면 도평리 38번지,11110,38.07156381,127.4103429
의왕시,청계사,031-426-2348,2021-03-05,경기도 의왕시 청계로 475,경기도 의왕시 청계동 11번지,16000,37.41207254,127.0348718
양평군,상원사,031-773-4634,2021-03-05,경기도 양평군 용문면 상원사길 292,경기도 양평군 용문면 연수리 220-5번지,12509,37.54857758,127.5531287
화성시,용주사,031-234-0040,2021-03-05,경기도 화성시 용주로 136,경기도 화성시 송산동 188번지,18347,37.21178295,127.0056182
여주시,신륵사,031-885-2505,2021-03-05,경기도 여주시 여주읍 신륵사길 73,경기도 여주시 천송동 282번지,12636,37.29742052,127.6599489
이천시,연화정사,031-643-6441,2021-03-05,경기도 이천시 설성면 자석로14번길 157,경기도 이천시 설성면 자석리 산51번지,17410,37.16438482,127.5593575
파주시,용상사,031-945-4489,2021-03-05,경기도 파주시 월롱면 용상골길 403 월롱산용상사,경기도 파주시 월롱면 덕은리 268-1번지 월롱산용상사,10844,37.79822025,126.7662824
파주시,검단사,031-940-5831,2021-03-05,경기도 파주시 탄현면 필승로 292-33,경기도 파주시 탄현면 성동리 689번지,10862,37.76924926,126.6862043
의정부시,석림사,031-872-5110,2021-03-05,경기도 의정부시 동일로122번길 177,경기도 의정부시 장암동 산147번지,11725,37.70119214,127.0662635
여주시,흥왕사,031-882-0631,2021-03-05,경기도 여주시 북내면 당전로 345-4,경기도 여주시 북내면 중암리 438번지,12614,37.34761095,127.7060079
군포시,상연사,031-395-5161,2021-03-05,경기도 군포시 수리산로 81-6,경기도 군포시 산본동 840-2번지,15867,37.36132275,126.9127744
안성시,청룡사,031-672-9103,2021-03-05,경기도 안성시 서운면 청룡길 140,경기도 안성시 서운면 청용리 28번지,17609,36.91389187,127.2887768
가평군,백련사,031-585-3853,2021-03-05,경기도 가평군 상면 샘골길 159-50,경기도 가평군 상면 연하리 366-5번지,12444,37.78411317,127.3496152
군포시,법해사,031-394-7253,2021-03-05,경기도 군포시 산본로 240,경기도 군포시 당동 860번지,15837,37.35613258,126.9410441
양주시,대승사,031-855-5035,2021-03-05,경기도 양주시 장흥면 권율로 420-4,경기도 양주시 장흥면 석현리 산8-5번지,11519,37.7451702,126.9599242
안성시,칠장사,031-673-0776,2021-03-05,경기도 안성시 죽산면 칠장로 399-18,경기도 안성시 죽산면 칠장리 764번지,17524,37.02632808,127.3967906
포천시,포천 아트밸리?,,2021-03-05,경기도 포천시 신북면 아트밸리로 234,경기도 포천시 신북면 기지리 282번지,11139,37.92344632,127.236496
포천시,포천 아트밸리,,2021-03-05,경기도 포천시 신북면 아트밸리로 234,경기도 포천시 신북면 기지리 282번지,11139,37.92344632,127.236496
포천시,포천 아트밸리,,2021-03-05,경기도 포천시 신북면 아트밸리로 234,경기도 포천시 신북면 기지리 282번지,11139,37.92344632,127.236496
포천시,포천 아트밸리,,2021-03-05,경기도 포천시 신북면 아트밸리로 234,경기도 포천시 신북면 기지리 282번지,11139,37.92344632,127.236496
용인시,용인 와우정사,031-339-0101,2021-03-05,경기도 용인시 해곡동 224-4,경기도 용인시 처인구 해곡동 224-4,17142,37.19480827,127.276677
용인시,용인 와우정사,031-339-0101,2021-03-05,경기도 용인시 해곡동 224-4,경기도 용인시 처인구 해곡동 224-4,17142,37.19480827,127.276677
파주시,오두산 통일전망대,031-945-3171,2021-03-05,경기도 파주시 탄현면 필승로 369,경기도 파주시 탄현면 성동리 659번지,10862,37.77302559,126.6771018
김포시,광은사,031-982-2796,2021-03-05,경기도 김포시 대곶면 약암리 183,경기도 김포시 대곶면 약암리 183,10042,37.62931175,126.5703596
수원시,청련암,031-255-1020,2021-03-05,경기도 수원시 장안구 수일로 335,경기도 수원시 장안구 조원동 474-1번지,16278,37.30063276,127.023023
여주시,여주참숯마을,031-886-1119,2021-03-05,경기도 여주시 강천면 걸촌동길 38,경기도 여주시 강천면 이호리 65-7번지,12616,37.2887617,127.6991685
수원시,묘수사,031-255-3657,2021-03-05,경기도 수원시 팔달구 화서문로71번길 2-6,경기도 수원시 팔달구 북수동 72번지,16253,37.28613706,127.0160299
여주시,숲을 그리다,031-884-5919,2021-03-05,경기도 여주시 북내면 상교3길 56-37,경기도 여주시 북내면 상교리 370-5번지,12612,37.40047729,127.6592186
파주시,일산황토마루한증막,031-943-0990,2021-03-05,경기도 파주시 오도로130번길 37,경기도 파주시 오도동 274-2번지,10864,37.75226107,126.7183676
광주시,백련암,031-762-5180,2021-03-05,경기도 광주시 도척면 도척로 982-118,경기도 광주시 도척면 추곡리 산25-1번지,12819,37.29001355,127.2949165
파주시,도라산평화공원,031-953-4854,2021-03-05,경기도 파주시 장단면 제3땅굴로 310,경기도 파주시 장단면 도라산리 75-2번지,10800,37.90890549,126.7048144
연천군,1.21무장공비침투로,031-839-2063,2021-03-05,경기도 연천군 장남면 반정리 294,경기도 연천군 장남면 반정리 294,11050,37.97011723,126.8280884
파주시,청도훼미리랜드,031-953-6600,2021-03-05,경기도 파주시 문산읍 문산역로 107,경기도 파주시 문산읍 문산리 17-25번지 청도훼미리코아,10824,37.8557762,126.7866624
용인시,캐리비안베이,031-320-5000,2021-03-05,경기도 용인시 처인구 포곡읍 에버랜드로 199,경기도 용인시 처인구 포곡읍 전대리 310번지,17023,37.29282477,127.2158533
파주시,제3땅굴,031-954-0303,2021-03-05,경기도 파주시 군내면 제3땅굴로 210-358,경기도 파주시 군내면 점원리 1082-1번지,10800,37.91640324,126.6991295
파주시,해마루촌,***-****-****,2021-03-05,경기도 파주시 진동면 해마루길 111,경기도 파주시 진동면 동파리 1759번지,10800,37.92591747,126.7871459
김포시,금정사,031-984-3235,2021-03-05,경기도 김포시 승가로 125,경기도 김포시 풍무동 669번지,10118,37.60742595,126.708545
김포시,애기봉전망대(출입통제),031-980-2480,2021-03-05,경기도 김포시 하성면 평화공원로 139,경기도 김포시 하성면 가금리 208번지,10004,37.74325041,126.5940653
광주시,장경사,031-743-6548,2021-03-05,경기도 광주시 남한산성면 남한산성로 676,경기도 광주시 남한산성면 산성리 22-1번지,12700,37.47527405,127.1979507
